url,label,base_brand
https://www.netflix.com/,0,netflix
https://netflix.com/login,0,netflix
https://support.netflix.com/,0,netflix
https://www.ñetflix.com/login,1,netflix
https://www.netflíx.com/login,1,netflix
https://www.nẹtflix.com/login,1,netflix
https://www.nëtflix.com/login,1,netflix
https://www.netflïx.com/login,1,netflix
https://neflix.net/secure,1,netflix
https://netfllix.net/secure,1,netflix
https://netflixx.net/secure,1,netflix
https://neflix.net/secure,1,netflix
https://netfl-ix.net/secure,1,netflix
https://www.yahoo.com/,0,yahoo
https://yahoo.com/login,0,yahoo
https://support.yahoo.com/,0,yahoo
https://www.yâhoo.com/login,1,yahoo
https://www.yahôo.com/login,1,yahoo
https://www.yàhoo.com/login,1,yahoo
https://www.ýahoo.com/login,1,yahoo
https://www.ýahoo.com/login,1,yahoo
https://yaho-o.net/secure,1,yahoo
https://yhoo.net/secure,1,yahoo
https://yhoo.net/secure,1,yahoo
https://yaho-o.net/secure,1,yahoo
https://yahhoo.net/secure,1,yahoo
https://www.whatsapp.com/,0,whatsapp
https://whatsapp.com/login,0,whatsapp
https://support.whatsapp.com/,0,whatsapp
https://www.whätsapp.com/login,1,whatsapp
https://www.whatsâpp.com/login,1,whatsapp
https://www.whàtsapp.com/login,1,whatsapp
https://www.whatsápp.com/login,1,whatsapp
https://www.whàtsapp.com/login,1,whatsapp
https://whatsaapp.net/secure,1,whatsapp
https://wha-tsapp.net/secure,1,whatsapp
https://watsapp.net/secure,1,whatsapp
https://wha-tsapp.net/secure,1,whatsapp
https://whaatsapp.net/secure,1,whatsapp
https://www.instagram.com/,0,instagram
https://instagram.com/login,0,instagram
https://support.instagram.com/,0,instagram
https://www.instàgram.com/login,1,instagram
https://www.instagrâm.com/login,1,instagram
https://www.1nstagram.com/login,1,instagram
https://www.instagràm.com/login,1,instagram
https://www.iñstagram.com/login,1,instagram
https://insstagram.net/secure,1,instagram
https://instgram.net/secure,1,instagram
https://instagraam.net/secure,1,instagram
https://instag-ram.net/secure,1,instagram
https://instagrram.net/secure,1,instagram
https://www.chase.com/,0,chase
https://chase.com/login,0,chase
https://support.chase.com/,0,chase
https://www.chasé.com/login,1,chase
https://www.châse.com/login,1,chase
https://www.chäse.com/login,1,chase
https://www.cháse.com/login,1,chase
https://www.chasê.com/login,1,chase
https://case.net/secure,1,chase
https://chas-e.net/secure,1,chase
https://chas-e.net/secure,1,chase
https://cha-se.net/secure,1,chase
https://chasee.net/secure,1,chase
https://www.wellsfargo.com/,0,wellsfargo
https://wellsfargo.com/login,0,wellsfargo
https://support.wellsfargo.com/,0,wellsfargo
https://www.weIlsfargo.com/login,1,wellsfargo
https://www.wẹllsfargo.com/login,1,wellsfargo
https://www.wellsfârgo.com/login,1,wellsfargo
https://www.wel1sfargo.com/login,1,wellsfargo
https://www.wellsfargó.com/login,1,wellsfargo
https://wellsfaro.net/secure,1,wellsfargo
https://weellsfargo.net/secure,1,wellsfargo
https://w-ellsfargo.net/secure,1,wellsfargo
https://wellsfarg-o.net/secure,1,wellsfargo
https://wellsfarrgo.net/secure,1,wellsfargo
https://www.bankofamerica.com/,0,bankofamerica
https://bankofamerica.com/login,0,bankofamerica
https://support.bankofamerica.com/,0,bankofamerica
https://www.bankofameríca.com/login,1,bankofamerica
https://www.bañkofamerica.com/login,1,bankofamerica
https://www.bankôfamerica.com/login,1,bankofamerica
https://www.bañkofamerica.com/login,1,bankofamerica
https://www.bankofamérica.com/login,1,bankofamerica
https://bankofameerica.net/secure,1,bankofamerica
https://bankofaamerica.net/secure,1,bankofamerica
https://bankofamer-ica.net/secure,1,bankofamerica
https://baankofamerica.net/secure,1,bankofamerica
https://bankofameri-ca.net/secure,1,bankofamerica
https://www.citi.com/,0,citi
https://citi.com/login,0,citi
https://support.citi.com/,0,citi
https://www.çiti.com/login,1,citi
https://www.cití.com/login,1,citi
https://www.cit1.com/login,1,citi
https://www.ćiti.com/login,1,citi
https://www.citì.com/login,1,citi
https://ci-ti.net/secure,1,citi
https://c-iti.net/secure,1,citi
https://c-iti.net/secure,1,citi
https://citti.net/secure,1,citi
https://www.americanexpress.com/,0,americanexpress
https://americanexpress.com/login,0,americanexpress
https://support.americanexpress.com/,0,americanexpress
https://www.américanexpress.com/login,1,americanexpress
https://www.amerîcanexpress.com/login,1,americanexpress
https://www.americanẹxpress.com/login,1,americanexpress
https://www.americânexpress.com/login,1,americanexpress
https://www.américanexpress.com/login,1,americanexpress
https://amerricanexpress.net/secure,1,americanexpress
https://amerianexpress.net/secure,1,americanexpress
https://americanexpres.net/secure,1,americanexpress
https://americane-xpress.net/secure,1,americanexpress
https://amercanexpress.net/secure,1,americanexpress
https://www.dhl.com/,0,dhl
https://dhl.com/login,0,dhl
https://support.dhl.com/,0,dhl
https://www.dhI.com/login,1,dhl
https://www.dh1.com/login,1,dhl
https://www.dhI.com/login,1,dhl
https://www.dhI.com/login,1,dhl
https://www.dh1.com/login,1,dhl
https://dh-l.net/secure,1,dhl
https://d-hl.net/secure,1,dhl
https://www.fedex.com/,0,fedex
https://fedex.com/login,0,fedex
https://support.fedex.com/,0,fedex
https://www.fedêx.com/login,1,fedex
https://www.fedèx.com/login,1,fedex
https://www.fèdex.com/login,1,fedex
https://www.fedẹx.com/login,1,fedex
https://www.fédex.com/login,1,fedex
https://fedx.net/secure,1,fedex
https://fdex.net/secure,1,fedex
https://fdex.net/secure,1,fedex
https://fede-x.net/secure,1,fedex
https://fdex.net/secure,1,fedex
https://www.ups.com/,0,ups
https://ups.com/login,0,ups
https://support.ups.com/,0,ups
https://www.ụps.com/login,1,ups
https://www.úps.com/login,1,ups
https://www.úps.com/login,1,ups
https://www.úps.com/login,1,ups
https://www.úps.com/login,1,ups
https://upss.net/secure,1,ups
https://u-ps.net/secure,1,ups
https://u-ps.net/secure,1,ups
https://up-s.net/secure,1,ups
https://www.usps.com/,0,usps
https://usps.com/login,0,usps
https://support.usps.com/,0,usps
https://www.úsps.com/login,1,usps
https://www.üsps.com/login,1,usps
https://www.ûsps.com/login,1,usps
https://www.ụsps.com/login,1,usps
https://www.üsps.com/login,1,usps
https://usp-s.net/secure,1,usps
https://u-sps.net/secure,1,usps
https://ussps.net/secure,1,usps
https://www.linkedin.com/,0,linkedin
https://linkedin.com/login,0,linkedin
https://support.linkedin.com/,0,linkedin
https://www.linkedln.com/login,1,linkedin
https://www.1inkedin.com/login,1,linkedin
https://www.linkediń.com/login,1,linkedin
https://www.linkediñ.com/login,1,linkedin
https://www.liñkedin.com/login,1,linkedin
https://linkkedin.net/secure,1,linkedin
https://linkeedin.net/secure,1,linkedin
https://l-inkedin.net/secure,1,linkedin
https://linkedn.net/secure,1,linkedin
https://linke-din.net/secure,1,linkedin
https://www.twitter.com/,0,twitter
https://twitter.com/login,0,twitter
https://support.twitter.com/,0,twitter
https://www.tw1tter.com/login,1,twitter
https://www.twîtter.com/login,1,twitter
https://www.twittér.com/login,1,twitter
https://www.twítter.com/login,1,twitter
https://www.twïtter.com/login,1,twitter
https://twitterr.net/secure,1,twitter
https://twitteer.net/secure,1,twitter
https://tw-itter.net/secure,1,twitter
https://twitt-er.net/secure,1,twitter
https://twittter.net/secure,1,twitter
https://www.tiktok.com/,0,tiktok
https://tiktok.com/login,0,tiktok
https://support.tiktok.com/,0,tiktok
https://www.t1ktok.com/login,1,tiktok
https://www.tîktok.com/login,1,tiktok
https://www.tiktók.com/login,1,tiktok
https://www.tiktók.com/login,1,tiktok
https://www.tìktok.com/login,1,tiktok
https://tiktk.net/secure,1,tiktok
https://tikt-ok.net/secure,1,tiktok
https://tiktk.net/secure,1,tiktok
https://tiiktok.net/secure,1,tiktok
https://tik-tok.net/secure,1,tiktok
https://www.roblox.com/,0,roblox
https://roblox.com/login,0,roblox
https://support.roblox.com/,0,roblox
https://www.roblóx.com/login,1,roblox
https://www.röblox.com/login,1,roblox
https://www.róblox.com/login,1,roblox
https://www.roblöx.com/login,1,roblox
https://www.róblox.com/login,1,roblox
https://ro-blox.net/secure,1,roblox
https://rolox.net/secure,1,roblox
https://roblo-x.net/secure,1,roblox
https://roblx.net/secure,1,roblox
https://ro-blox.net/secure,1,roblox
https://www.steam.com/,0,steam
https://steam.com/login,0,steam
https://support.steam.com/,0,steam
https://www.stêam.com/login,1,steam
https://www.stẹam.com/login,1,steam
https://www.stèam.com/login,1,steam
https://www.stẹam.com/login,1,steam
https://www.stèam.com/login,1,steam
https://seam.net/secure,1,steam
https://steeam.net/secure,1,steam
https://st-eam.net/secure,1,steam
https://steamm.net/secure,1,steam
https://steaam.net/secure,1,steam
https://www.discord.com/,0,discord
https://discord.com/login,0,discord
https://support.discord.com/,0,discord
https://www.disćord.com/login,1,discord
https://www.díscord.com/login,1,discord
https://www.discôrd.com/login,1,discord
https://www.discörd.com/login,1,discord
https://www.disc0rd.com/login,1,discord
https://di-scord.net/secure,1,discord
https://d-iscord.net/secure,1,discord
https://discorrd.net/secure,1,discord
https://disc-ord.net/secure,1,discord
https://disccord.net/secure,1,discord
https://www.dropbox.com/,0,dropbox
https://dropbox.com/login,0,dropbox
https://support.dropbox.com/,0,dropbox
https://www.drọpbox.com/login,1,dropbox
https://www.dropbôx.com/login,1,dropbox
https://www.dròpbox.com/login,1,dropbox
https://www.dr0pbox.com/login,1,dropbox
https://www.dropbòx.com/login,1,dropbox
https://dropox.net/secure,1,dropbox
https://dropbo-x.net/secure,1,dropbox
https://drpbox.net/secure,1,dropbox
https://drop-box.net/secure,1,dropbox
https://dropbbox.net/secure,1,dropbox
https://www.adobe.com/,0,adobe
https://adobe.com/login,0,adobe
https://support.adobe.com/,0,adobe
https://www.adọbe.com/login,1,adobe
https://www.adọbe.com/login,1,adobe
https://www.âdobe.com/login,1,adobe
https://www.àdobe.com/login,1,adobe
https://www.ádobe.com/login,1,adobe
https://adbe.net/secure,1,adobe
https://addobe.net/secure,1,adobe
https://adoe.net/secure,1,adobe
https://adbe.net/secure,1,adobe
https://ad-obe.net/secure,1,adobe
https://www.docusign.com/,0,docusign
https://docusign.com/login,0,docusign
https://support.docusign.com/,0,docusign
https://www.docûsign.com/login,1,docusign
https://www.docusigñ.com/login,1,docusign
https://www.doçusign.com/login,1,docusign
https://www.doçusign.com/login,1,docusign
https://www.dócusign.com/login,1,docusign
https://docu-sign.net/secure,1,docusign
https://docusiign.net/secure,1,docusign
https://docusin.net/secure,1,docusign
https://docusignn.net/secure,1,docusign
https://doocusign.net/secure,1,docusign
https://www.coinbase.com/,0,coinbase
https://coinbase.com/login,0,coinbase
https://support.coinbase.com/,0,coinbase
https://www.çoinbase.com/login,1,coinbase
https://www.co1nbase.com/login,1,coinbase
https://www.coinbáse.com/login,1,coinbase
https://www.coinbasë.com/login,1,coinbase
https://www.ćoinbase.com/login,1,coinbase
https://coinbae.net/secure,1,coinbase
https://coin-base.net/secure,1,coinbase
https://co-inbase.net/secure,1,coinbase
https://coinnbase.net/secure,1,coinbase
https://coinbasse.net/secure,1,coinbase
https://www.binance.com/,0,binance
https://binance.com/login,0,binance
https://support.binance.com/,0,binance
https://www.biñance.com/login,1,binance
https://www.binanće.com/login,1,binance
https://www.binanće.com/login,1,binance
https://www.bïnance.com/login,1,binance
https://www.binañce.com/login,1,binance
https://bin-ance.net/secure,1,binance
https://biance.net/secure,1,binance
https://biinance.net/secure,1,binance
https://binnance.net/secure,1,binance
https://binancee.net/secure,1,binance
https://www.kraken.com/,0,kraken
https://kraken.com/login,0,kraken
https://support.kraken.com/,0,kraken
https://www.krakeń.com/login,1,kraken
https://www.krakèn.com/login,1,kraken
https://www.kräken.com/login,1,kraken
https://www.krakën.com/login,1,kraken
https://www.krakeñ.com/login,1,kraken
https://krakeen.net/secure,1,kraken
https://kraen.net/secure,1,kraken
https://krken.net/secure,1,kraken
https://krake-n.net/secure,1,kraken
https://krak-en.net/secure,1,kraken
https://www.metamask.com/,0,metamask
https://metamask.com/login,0,metamask
https://support.metamask.com/,0,metamask
https://www.mètamask.com/login,1,metamask
https://www.metamàsk.com/login,1,metamask
https://www.mêtamask.com/login,1,metamask
https://www.metamąsk.com/login,1,metamask
https://www.metąmask.com/login,1,metamask
https://metamas-k.net/secure,1,metamask
https://metamassk.net/secure,1,metamask
https://metamsk.net/secure,1,metamask
https://metmask.net/secure,1,metamask
https://metamassk.net/secure,1,metamask
https://www.ebay.com/,0,ebay
https://ebay.com/login,0,ebay
https://support.ebay.com/,0,ebay
https://www.ebąy.com/login,1,ebay
https://www.ebày.com/login,1,ebay
https://www.ẹbay.com/login,1,ebay
https://www.ebaý.com/login,1,ebay
https://www.ebaý.com/login,1,ebay
https://eb-ay.net/secure,1,ebay
https://ebaay.net/secure,1,ebay
https://eba-y.net/secure,1,ebay
https://e-bay.net/secure,1,ebay
https://www.walmart.com/,0,walmart
https://walmart.com/login,0,walmart
https://support.walmart.com/,0,walmart
https://www.walmárt.com/login,1,walmart
https://www.wa1mart.com/login,1,walmart
https://www.wälmart.com/login,1,walmart
https://www.waImart.com/login,1,walmart
https://www.walmärt.com/login,1,walmart
https://walmaart.net/secure,1,walmart
https://wal-mart.net/secure,1,walmart
https://w-almart.net/secure,1,walmart
https://w-almart.net/secure,1,walmart
https://walmrt.net/secure,1,walmart
https://www.target.com/,0,target
https://target.com/login,0,target
https://support.target.com/,0,target
https://www.targét.com/login,1,target
https://www.targët.com/login,1,target
https://www.targêt.com/login,1,target
https://www.targét.com/login,1,target
https://www.tàrget.com/login,1,target
https://trget.net/secure,1,target
https://taret.net/secure,1,target
https://targe-t.net/secure,1,target
https://trget.net/secure,1,target
https://taret.net/secure,1,target
https://www.bestbuy.com/,0,bestbuy
https://bestbuy.com/login,0,bestbuy
https://support.bestbuy.com/,0,bestbuy
https://www.bestbúy.com/login,1,bestbuy
https://www.bêstbuy.com/login,1,bestbuy
https://www.bestbuÿ.com/login,1,bestbuy
https://www.bestbùy.com/login,1,bestbuy
https://www.béstbuy.com/login,1,bestbuy
https://b-estbuy.net/secure,1,bestbuy
https://besbuy.net/secure,1,bestbuy
https://beestbuy.net/secure,1,bestbuy
https://beestbuy.net/secure,1,bestbuy
https://betbuy.net/secure,1,bestbuy
https://www.att.com/,0,att
https://att.com/login,0,att
https://support.att.com/,0,att
https://www.ätt.com/login,1,att
https://www.âtt.com/login,1,att
https://www.ätt.com/login,1,att
https://www.âtt.com/login,1,att
https://www.átt.com/login,1,att
https://attt.net/secure,1,att
https://attt.net/secure,1,att
https://attt.net/secure,1,att
https://at-t.net/secure,1,att
https://www.verizon.com/,0,verizon
https://verizon.com/login,0,verizon
https://support.verizon.com/,0,verizon
https://www.verizón.com/login,1,verizon
https://www.verizoń.com/login,1,verizon
https://www.verizoń.com/login,1,verizon
https://www.verizoñ.com/login,1,verizon
https://www.vêrizon.com/login,1,verizon
https://verizo-n.net/secure,1,verizon
https://verizn.net/secure,1,verizon
https://verizoon.net/secure,1,verizon
https://v-erizon.net/secure,1,verizon
https://vrizon.net/secure,1,verizon
https://www.tmobile.com/,0,tmobile
https://tmobile.com/login,0,tmobile
https://support.tmobile.com/,0,tmobile
https://www.tmóbile.com/login,1,tmobile
https://www.tmobi1e.com/login,1,tmobile
https://www.tmobiIe.com/login,1,tmobile
https://www.tmöbile.com/login,1,tmobile
https://www.tmobi1e.com/login,1,tmobile
https://tmobille.net/secure,1,tmobile
https://tm-obile.net/secure,1,tmobile
https://tmoile.net/secure,1,tmobile
https://tmbile.net/secure,1,tmobile
https://tmoobile.net/secure,1,tmobile
https://www.xfinity.com/,0,xfinity
https://xfinity.com/login,0,xfinity
https://support.xfinity.com/,0,xfinity
https://www.xfinìty.com/login,1,xfinity
https://www.xfinîty.com/login,1,xfinity
https://www.xfiñity.com/login,1,xfinity
https://www.xfińity.com/login,1,xfinity
https://www.xfınity.com/login,1,xfinity
https://xfinit-y.net/secure,1,xfinity
https://x-finity.net/secure,1,xfinity
https://xfiinity.net/secure,1,xfinity
https://xfinityy.net/secure,1,xfinity
https://xfinty.net/secure,1,xfinity
https://www.icloud.com/,0,icloud
https://icloud.com/login,0,icloud
https://support.icloud.com/,0,icloud
https://www.ićloud.com/login,1,icloud
https://www.icIoud.com/login,1,icloud
https://www.iclòud.com/login,1,icloud
https://www.içloud.com/login,1,icloud
https://www.ićloud.com/login,1,icloud
https://iclo-ud.net/secure,1,icloud
https://iclud.net/secure,1,icloud
https://icoud.net/secure,1,icloud
https://iclo-ud.net/secure,1,icloud
https://iccloud.net/secure,1,icloud
https://www.onedrive.com/,0,onedrive
https://onedrive.com/login,0,onedrive
https://support.onedrive.com/,0,onedrive
https://www.0nedrive.com/login,1,onedrive
https://www.ońedrive.com/login,1,onedrive
https://www.onedrivë.com/login,1,onedrive
https://www.onedrìve.com/login,1,onedrive
https://www.onédrive.com/login,1,onedrive
https://onedive.net/secure,1,onedrive
https://oned-rive.net/secure,1,onedrive
https://onedrivee.net/secure,1,onedrive
https://onedri-ve.net/secure,1,onedrive
https://oneddrive.net/secure,1,onedrive
https://www.office365.com/,0,office365
https://office365.com/login,0,office365
https://support.office365.com/,0,office365
https://www.öffice365.com/login,1,office365
https://www.off1ce365.com/login,1,office365
https://www.óffice365.com/login,1,office365
https://www.officë365.com/login,1,office365
https://www.offiçe365.com/login,1,office365
https://offiice365.net/secure,1,office365
https://office3655.net/secure,1,office365
https://offiice365.net/secure,1,office365
https://office-365.net/secure,1,office365
https://office3-65.net/secure,1,office365
https://www.outlook.com/,0,outlook
https://outlook.com/login,0,outlook
https://support.outlook.com/,0,outlook
https://www.oùtlook.com/login,1,outlook
https://www.oụtlook.com/login,1,outlook
https://www.outIook.com/login,1,outlook
https://www.outlo0k.com/login,1,outlook
https://www.outloók.com/login,1,outlook
https://outlookk.net/secure,1,outlook
https://ou-tlook.net/secure,1,outlook
https://otlook.net/secure,1,outlook
https://outlookk.net/secure,1,outlook
https://outlok.net/secure,1,outlook
https://www.gmail.com/,0,gmail
https://gmail.com/login,0,gmail
https://support.gmail.com/,0,gmail
https://www.gmaiI.com/login,1,gmail
https://www.gmaìl.com/login,1,gmail
https://www.gmall.com/login,1,gmail
https://www.gma1l.com/login,1,gmail
https://www.gmaiI.com/login,1,gmail
https://gma-il.net/secure,1,gmail
https://g-mail.net/secure,1,gmail
https://gmaill.net/secure,1,gmail
https://gm-ail.net/secure,1,gmail
https://gmil.net/secure,1,gmail
https://www.protonmail.com/,0,protonmail
https://protonmail.com/login,0,protonmail
https://support.protonmail.com/,0,protonmail
https://www.prọtonmail.com/login,1,protonmail
https://www.protońmail.com/login,1,protonmail
https://www.protońmail.com/login,1,protonmail
https://www.prọtonmail.com/login,1,protonmail
https://www.protônmail.com/login,1,protonmail
https://protonail.net/secure,1,protonmail
https://pr-otonmail.net/secure,1,protonmail
https://prootonmail.net/secure,1,protonmail
https://protoonmail.net/secure,1,protonmail
https://protnmail.net/secure,1,protonmail
https://www.spotify.com/,0,spotify
https://spotify.com/login,0,spotify
https://support.spotify.com/,0,spotify
https://www.spotîfy.com/login,1,spotify
https://www.spotlfy.com/login,1,spotify
https://www.spot1fy.com/login,1,spotify
https://www.spótify.com/login,1,spotify
https://www.spötify.com/login,1,spotify
https://spotfy.net/secure,1,spotify
https://spotiify.net/secure,1,spotify
https://spo-tify.net/secure,1,spotify
https://spootify.net/secure,1,spotify
https://spottify.net/secure,1,spotify
https://www.hulu.com/,0,hulu
https://hulu.com/login,0,hulu
https://support.hulu.com/,0,hulu
https://www.húlu.com/login,1,hulu
https://www.hu1u.com/login,1,hulu
https://www.hùlu.com/login,1,hulu
https://www.hulụ.com/login,1,hulu
https://www.húlu.com/login,1,hulu
https://h-ulu.net/secure,1,hulu
https://hullu.net/secure,1,hulu
https://h-ulu.net/secure,1,hulu
https://www.disneyplus.com/,0,disneyplus
https://disneyplus.com/login,0,disneyplus
https://support.disneyplus.com/,0,disneyplus
https://www.disnẹyplus.com/login,1,disneyplus
https://www.disneyplụs.com/login,1,disneyplus
https://www.disneyplùs.com/login,1,disneyplus
https://www.d1sneyplus.com/login,1,disneyplus
https://www.disnéyplus.com/login,1,disneyplus
https://disneplus.net/secure,1,disneyplus
https://diisneyplus.net/secure,1,disneyplus
https://disneypplus.net/secure,1,disneyplus
https://disne-yplus.net/secure,1,disneyplus
https://disneypus.net/secure,1,disneyplus
https://www.airbnb.com/,0,airbnb
https://airbnb.com/login,0,airbnb
https://support.airbnb.com/,0,airbnb
https://www.airbñb.com/login,1,airbnb
https://www.airbńb.com/login,1,airbnb
https://www.äirbnb.com/login,1,airbnb
https://www.airbńb.com/login,1,airbnb
https://www.aìrbnb.com/login,1,airbnb
https://air-bnb.net/secure,1,airbnb
https://airnb.net/secure,1,airbnb
https://a-irbnb.net/secure,1,airbnb
https://ai-rbnb.net/secure,1,airbnb
https://airnb.net/secure,1,airbnb
